,available_time,job_id,job_title,location,job_url,company_name,company_url
46,2020-11-21 17:31:43.737500,51596780,Quantitative Developer (fulltime),Apply Now,https://ca.linkedin.com/jobs/view/quantitative-developer-fulltime-at-tundra-technical-solutions-2294084338?refId=01570260-c3d1-4e5a-b930-ab3a0c3f626a&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Tundra Technical Solutions,https://ca.linkedin.com/company/tundra-technical-solutions?trk=public_jobs_job-result-card_result-card_subtitle-click
47,2020-11-21 17:31:43.737502,12899113,Quantitative Developer,"Montreal, Quebec, Canada",https://ca.linkedin.com/jobs/view/quantitative-developer-at-finance-professionals-inc-2312767582?refId=01570260-c3d1-4e5a-b930-ab3a0c3f626a&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Finance Professionals Inc.,https://ca.linkedin.com/company/finance-professionals-inc.?trk=public_jobs_job-result-card_result-card_subtitle-click
48,2020-11-21 17:31:43.737504,31278878,Quantitative Researcher - Vancouver,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/quantitative-researcher-vancouver-at-matchbox-2304303110?refId=01570260-c3d1-4e5a-b930-ab3a0c3f626a&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Matchbox,https://www.linkedin.com/company/matchbox?trk=public_jobs_job-result-card_result-card_subtitle-click
49,2020-11-21 17:31:43.737506,34250670,Quantitative Analyst,"Vancouver, British Columbia, Canada",https://ca.linkedin.com/jobs/view/quantitative-analyst-at-rbc-capital-markets-2279628671?refId=01570260-c3d1-4e5a-b930-ab3a0c3f626a&position=5&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,RBC Capital Markets,https://ca.linkedin.com/company/rbc-capital-markets?trk=public_jobs_job-result-card_result-card_subtitle-click
50,2020-11-21 17:31:43.737508,73803347,Quantitative Analyst/Senior Quantitative Analyst,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/quantitative-analyst-senior-quantitative-analyst-at-hillsdale-investment-management-inc-2308459500?refId=01570260-c3d1-4e5a-b930-ab3a0c3f626a&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Hillsdale Investment Management Inc.,https://ca.linkedin.com/company/hillsdale-investment-management?trk=public_jobs_job-result-card_result-card_subtitle-click
51,2020-11-21 17:31:43.737510,51769149,"Systems Developer, Quantitative Equity","Ashburn, Ontario, Canada",https://ca.linkedin.com/jobs/view/systems-developer-quantitative-equity-at-connor-clark-lunn-financial-group-cc-l-2280262602?refId=01570260-c3d1-4e5a-b930-ab3a0c3f626a&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"Connor, Clark & Lunn Financial Group (CC&L)",https://ca.linkedin.com/company/connor-clark-&-lunn-financial-group?trk=public_jobs_job-result-card_result-card_subtitle-click
52,2020-11-21 17:31:43.737512,92526222,Quantitative Equity Researcher - Buy Side - Vancouver,Apply Now,https://ca.linkedin.com/jobs/view/quantitative-equity-researcher-buy-side-vancouver-at-jobs-via-efinancialcareers-2310927052?refId=01570260-c3d1-4e5a-b930-ab3a0c3f626a&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Jobs via eFinancialCareers,https://uk.linkedin.com/company/jobs-on-efinancialcareers?trk=public_jobs_job-result-card_result-card_subtitle-click
53,2020-11-21 17:31:43.737514,68988796,Data Scientist - Montreal,"Vancouver, British Columbia, Canada",https://ca.linkedin.com/jobs/view/data-scientist-montreal-at-adgear-2317310995?refId=01570260-c3d1-4e5a-b930-ab3a0c3f626a&position=9&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,AdGear,https://ca.linkedin.com/company/adgear?trk=public_jobs_job-result-card_result-card_subtitle-click
54,2020-11-21 17:31:43.737516,1637265,Senior Quantitative Analyst - Methodology & Portfolio Research,"Vancouver, British Columbia, Canada",https://ca.linkedin.com/jobs/view/senior-quantitative-analyst-methodology-portfolio-research-at-sustainalytics-2272151039?refId=01570260-c3d1-4e5a-b930-ab3a0c3f626a&position=10&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Sustainalytics,https://nl.linkedin.com/company/sustainalytics?trk=public_jobs_job-result-card_result-card_subtitle-click
55,2020-11-21 17:31:43.737518,46820157,Data and Analytics Quantitative Analyst 3157309,"Montreal, Quebec, Canada",https://ca.linkedin.com/jobs/view/data-and-analytics-quantitative-analyst-3157309-at-morgan-stanley-2277234801?refId=01570260-c3d1-4e5a-b930-ab3a0c3f626a&position=11&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Morgan Stanley,https://www.linkedin.com/company/morgan-stanley?trk=public_jobs_job-result-card_result-card_subtitle-click
56,2020-11-21 17:31:43.737520,54561944,"Data Scientist, People Analytics","Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/data-scientist-people-analytics-at-restaurant-brands-international-2317123703?refId=01570260-c3d1-4e5a-b930-ab3a0c3f626a&position=12&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Restaurant Brands International,https://ca.linkedin.com/company/restaurant-brands-international?trk=public_jobs_job-result-card_result-card_subtitle-click
57,2020-11-21 17:31:43.737522,71152059,Data Scientist,"Montreal, Quebec, Canada",https://ca.linkedin.com/jobs/view/data-scientist-at-jungle-scout-2316240099?refId=01570260-c3d1-4e5a-b930-ab3a0c3f626a&position=13&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Jungle Scout,https://www.linkedin.com/company/junglescout?trk=public_jobs_job-result-card_result-card_subtitle-click
58,2020-11-21 17:31:43.737524,11097021,Data Scientist,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/data-scientist-at-chrysalabs-2274630481?refId=01570260-c3d1-4e5a-b930-ab3a0c3f626a&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,ChrysaLabs,https://ca.linkedin.com/company/chrysalabs?trk=public_jobs_job-result-card_result-card_subtitle-click
59,2020-11-21 17:31:43.737526,5863798,"Analyst/Senior Associate - FEM Credit Risk, Quantitative Risk Advisory",Apply Now,https://ca.linkedin.com/jobs/view/analyst-senior-associate-fem-credit-risk-quantitative-risk-advisory-at-deloitte-canada-2235743613?refId=01570260-c3d1-4e5a-b930-ab3a0c3f626a&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Deloitte Canada,https://ca.linkedin.com/company/deloitte-canada?trk=public_jobs_job-result-card_result-card_subtitle-click
60,2020-11-21 17:31:43.737528,20266604,Data Scientist,"Vancouver, British Columbia, Canada",https://ca.linkedin.com/jobs/view/data-scientist-at-just-energy-2231841953?refId=01570260-c3d1-4e5a-b930-ab3a0c3f626a&position=16&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Just Energy,https://www.linkedin.com/company/just-energy_2?trk=public_jobs_job-result-card_result-card_subtitle-click
61,2020-11-21 17:31:43.737530,40120273,Data Scientist,Apply Now,https://ca.linkedin.com/jobs/view/data-scientist-at-overbond-2296128761?refId=01570260-c3d1-4e5a-b930-ab3a0c3f626a&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Overbond,https://ca.linkedin.com/company/overbond?trk=public_jobs_job-result-card_result-card_subtitle-click
62,2020-11-21 17:31:43.737532,8066554,Data Scientist,"Montreal, Quebec, Canada",https://ca.linkedin.com/jobs/view/data-scientist-at-exactearth-ltd-2017091855?refId=01570260-c3d1-4e5a-b930-ab3a0c3f626a&position=18&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,exactEarth Ltd,https://ca.linkedin.com/company/exactearth-ltd?trk=public_jobs_job-result-card_result-card_subtitle-click
63,2020-11-21 17:31:43.737534,8942877,"VP, Quant Engineer",Apply Now,https://ca.linkedin.com/jobs/view/vp-quant-engineer-at-bmo-financial-group-2294479608?refId=01570260-c3d1-4e5a-b930-ab3a0c3f626a&position=19&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,BMO Financial Group,https://ca.linkedin.com/company/bank-of-montreal?trk=public_jobs_job-result-card_result-card_subtitle-click
